"","year","country.x","TOTAL","TAX","SPEND","DTOTALE","DTAXE","DSPENDE","ccode","WAGESH","NPINV","PDEBT","RYIELD","RGROWTH","INFL","UNEM","OGAP","ACTPOPG","RGDPGR","GPINVB","RGDPB","COMNGCONS","COMNGINV","country.y","gini_disp","gini_mkt","country.x.x","iso","ifs","pop","gdp","iy","cpi","ca","imports","exports","narrowm","money","stir","ltrate","hpnom","unemp","wage","debtgdp","revenue","expenditure","xrusd","tloans","tmort","thh","tbus","bdebt","lev","ltd","noncore","crisisJST","crisisJST_old","peg","peg_strict","peg_type","peg_base","JSTtrilemmaIV","eq_tr","housing_tr","bond_tr","bill_rate","rent_ipolated","housing_capgain_ipolated","housing_capgain","housing_rent_rtn","housing_rent_yd","eq_capgain","eq_dp","eq_capgain_interp","eq_tr_interp","eq_dp_interp","bond_rate","eq_div_rtn","capital_tr","risky_tr","safe_tr","country.y.y","ginv","pinv","ginv_nom","pinv_nom","RGCONS","NGCONS","SOCPR","HEALTH","EDUC","PUBSERV","OTHER","DEFSAFE","HOUS","ENVIR","ECAFF","ORDER","DEF","RECR","CAPB","change_CAPB","sum_spillover_total","sum_spillover_tax","sum_spillover_spend","GREXPART","banking_crisis","V1","sum_spillover_CAPB","approval","Country","STRIKE","GOVCRISIS","RIOTS","DEMONSTR","lrgov","TOPTEN","BOTTOMFIFTY","TOPBOTTOM","log_TOPBOTTOM","log_ginv","log_pinv","log_RGCONS","RATIOINVCONS","CONSRATIOINVCONS","log_DEFSAFE","log_EDUC","log_HEALTH","log_OTHER","log_PUBSERV","log_SOCPR","log_APPROV","log_WAGESH"
"413","2012","United Kingdom",0.859,0.249,0.61,0,0,0,"GBR",65.6666378,0.548691083,84.483,-0.911575432,1.5,"2.828",7.975,"-3.423",-0.144787594,1.512931584,45.252,1784.776,438.2746,55.8067,"United Kingdom",31.2,54,"UK","GBR",112,62483.81406,1721.355,0.162391717,171.9631753,-59.8605969,403.976,296.117,63.5643,1660.13,0.313,2.8646,249.5271296,7.8846,226.1296104,83.161,601.053,732.661,0.633713561,1628.243,1036.601125,1220.389,406.923,1539.743042,5.097534034,102.9315491,74.80615746,0,0,0,0,"FLOAT","DEU",0,0.12145596,0.031037416,0.038486391,0.00313,NA,NA,0.003006685,0.028030733,0.027946705,0.082486451,0.035999998,NA,NA,NA,0.028646,0.038969509,0.052584954,0.060064211,0.020808196,"United Kingdom",75.285,358.357,46.699,222.285,550,561.386,301640.894974725,130808.153853784,99570.4,94661.9866897454,104826.696734434,301640.894974725,"13932.734731337","14680.5074579852","60895.5697769477","39117.4702129629","42203.3345431282","15317.8847681645",-3.56,-1.2,0.90854216,0.367024281,0.54151788,-1.078207626,0,413,0.869150660883684,31.628361,"United Kingdom",1,0,2,1,9,0.3669,0.1882,1.94952178533475,0.667584104209957,4.32128091177501,5.88152969622431,6.30991827822652,0.0831851880880535,0.12733272701635,12.6169924993415,11.5086202106483,11.781487054394,11.5600637582608,11.4580677908773,12.6169924993415,3.45405421808056,4.18459100047587
"414","2013","United Kingdom",0,0,0,0,0,0,"GBR",65.8155685,0.3653946,85.316,-0.173965488,1.8,"2.565",7.625,"-3.3",0.038979251,1.79232576,43.568,1816.765,422.2193,51.3014,"United Kingdom",30.8,53.6,"UK","GBR",112,62877.12713,1793.155,0.164658635,176.3736848,-87.09403712,413.303,300.651,66.61022,1722.147,0.302,3.1912,258.376739,7.5242,228.5822092,84.156,626.691,722.525,0.60723828,1615.18,1049.76425,1223.055,394.904,1532.670044,5.470173737,99.18416595,73.03531205,0,0,0,0,"FLOAT","DEU",0,0.205382183,0.064106151,-0.061270941,0.00302,NA,NA,0.035466056,0.028640095,0.027659135,0.166875288,0.033,NA,NA,NA,0.031911999,0.038506884,0.086509727,0.113112122,-0.029125471,"United Kingdom",72.437,377.327,45.752,238.328,551,560.566,299206.786873475,133423.079867299,96314.9,99915.093587821,90259.9389353232,299206.786873475,"11302.2524410035","14078.3516238596","51345.5963853385","37140.780287315","40059.6619410014","13533.7384851215",-1.36,2.2,0.930403927,0.4697592,0.461115641,0.294445315,0,414,0.806761050466316,31.09153,"United Kingdom",0,0,12,1,9,0.3864,0.1839,2.10114192495922,0.742480970728087,4.28271721857399,5.93311218550186,6.31173480915291,0.0816175080186811,0.121504156726137,12.6088902082258,11.4753783106358,11.8012804099972,11.4104489968388,11.5120760401893,12.6088902082258,3.43693543482506,4.18685641368858
"415","2014","United Kingdom",1.1,0.05,1.05,1,1,1,"GBR",64.9520887,0.624209738,87.094,1.106468591,3.2,"1.461",6.2,"-1.944",0.277939651,3.19579032,50.194,1874.825,459.0022,62.2661,"United Kingdom",31.1,53.5,"UK","GBR",112,63358.71496,1876.162,0.171533193,178.9505597,-90.89616032,409.007,287.963,70.40412,1797.282,0.38,3.0986,278.7749026,6.1096,231.5253278,86.061,640.648,745.695,0.640697078,1625.972,1076.945,1253.125,372.738,1477.572266,5.553087072,95.4370575,71.51345955,0,0,0,0,"FLOAT","DEU",0,0.011954274,0.128261179,0.155964002,0.0038,NA,NA,0.099961512,0.028299665,0.025727868,-0.021320818,0.034000002,NA,NA,NA,0.030986,0.033275094,0.087567449,0.089435495,0.079882003,"United Kingdom",78.36,402.731,50.458,259.33,565,608.841,301676.96207313,140054.669124863,99723.8,96851.9786144236,94869.9637115821,301676.96207313,"11360.5993872369","15059.8907879188","55179.3351595042","35998.3834207306","39477.227252229","13270.1383769222",-2.62,-1.26,0.551809801,0.163282924,0.388526877,1.141013834,0,415,0.226675912423684,33.945438,"United Kingdom",0,0,1,3,9,0.3677,0.1937,1.89829633453795,0.640956817894276,4.36131359307634,5.99826884527699,6.33682573114644,0.0828754962297217,0.135655341085511,12.6171120618508,11.5101596436102,11.8497881191176,11.4602624298801,11.4809390983056,12.6171120618508,3.52475447089617,4.17364990118306
"416","2015","United Kingdom",1.3,0.2,1.1,0,0,0,"GBR",64.9141817,0.62292252,87.867,1.861567294,2.2,"0.04",5.425,"-1.529",0.444376026,2.220260558,51.665,1916.451,516.1473,71.1801,"United Kingdom",31.3,53.5,"UK","GBR",112,63861.88107,1935.212,0.172854077,179.0223178,-96.44276384,399.08,279.632,74.24507,1866.046,0.44,2.4087,295.6255595,5.3003,236.4305254,86.72,664.659,750.348,0.674809366,1661.64,1110.176,1292.166,369.375,1471.334106,6.196420498,96.67932892,70.44191268,0,0,0,0,"FLOAT","DEU",0,0.01099863,0.093224846,0.007676144,0.0044,NA,NA,0.066755846,0.026469,0.024812613,-0.025073646,0.037,NA,NA,NA,0.024087001,0.036072277,0.054420903,0.066516325,0.006038072,"United Kingdom",77.263,429.435,50.442,280.365,572,572.364,306223,144527,99665,89581,98781,306223,"12679.","14882.","58085.","35939.","38267.","13135.",-2.4,0.22,0.288250927,-0.01886224,0.307113167,1.223432218,0,416,0.0234258093557895,37.664951,"United Kingdom",1,0,12,32,9,0.3558,0.1992,1.78614457831325,0.580059430081237,4.3472151864092,6.06247039120544,6.3491389913798,0.0881292324464851,0.137906562719596,12.6320688736892,11.5095698411569,11.8812216202912,11.5006605575502,11.4028985229051,12.6320688736892,3.62872998033429,4.1730661160176
"417","2016","United Kingdom",0,0,0,0,0,0,"GBR",65.2372329,0.519369708,87.825,0.64450055,1.9,"0.66",4.95,"-1.354",0.450482865,1.921050943,51.474,1953.267,467.0749,62.8128,"United Kingdom",31.2,53.2,"UK","GBR",112,64389.56794,2016.638,0.176127297,180.2032673,-108.3926501,426.80622,292.09337,80.396,2000.228,0.32,1.9061,316.3193487,4.8097,242.3167626,86.775,699.712,759.29,0.812875955,1719.569,1155.301,1343.13,376.167,1608.042358,6.333213246,94.99913025,72.09614526,0,0,0,0,"FLOAT","DEU",0,0.154100001,0.09505365,0.071265325,0.002024,NA,NA,0.069750667,0.025302982,0.023653159,0.108400002,0.041230604,NA,NA,NA,0.013052,0.045700002,0.102150947,0.130764097,0.036644664,"United Kingdom",77.691,451.545,51.852,301.366,576,516.8,304312.865982495,147818.661452695,99253.9,91526.6852442742,97528.7566473811,304312.865982495,"11682.4631967593","14622.6936084353","58853.6447647354","35280.8034788634","37102.0202482037","12369.9553643994",-1.13,1.27,0,0,0,-1.600428181,0,417,0.0150048527647369,36.595798,"United Kingdom",0,0,8,32,9,0.3567,0.2006,1.77816550348953,0.575582216837011,4.35273942054895,6.11267503566462,6.35610766069589,0.100332817337461,0.134481214897225,12.6258116155778,11.5054364924877,11.9037415410462,11.4879025534728,11.4243858507583,12.6258116155778,3.59993342507312,4.17803036269022
"418","2017","United Kingdom",0,0,0,0,0,0,"GBR",64.7457167,0.71246728,86.723,-1.448131374,2.7,"2.683",4.45,"-0.29",0.204465972,2.655090164,57.4,2005.128,443.2398,65.4747,"United Kingdom",31.2,52.8,"UK","GBR",112,64774.05354,2097.143,0.180189429,185.0687555,-77.97145133,468.40781,327.70571,89.23956,2097.374,0.29,1.8237,330.5093755,4.33,248.2029997,86.314,739.861,780.118,0.740110276,1758.358,1204.67,1394.487,363.871,1727.9021,6.26720212,93.45943427,72.50509581,0,0,0,0,"FLOAT","DEU",0,0.140699998,0.069366939,0.037438512,0.004123,NA,NA,0.045419097,0.023947841,0.022907406,0.096900001,0.039930712,NA,NA,NA,0.012358,0.0438,0.081722833,0.110188417,0.020780755,"United Kingdom",80.642,463.226,55.208,317.125,580,500.097,300155.549389818,148629.159608195,101054.5,96847.7898850802,104837.559236731,300155.549389818,"13549.293068619","14381.1996356519","63947.0402117156","36242.8183908391","37408.8355814373","12960.0259169707",-0.63,0.5,0,0,0,0.874742921,0,418,0.033530172401579,37.191711,"United Kingdom",0,0,4,34,9,0.3612,0.2034,1.77581120943953,0.574257337928371,4.39001960560281,6.13821505594428,6.36302810354046,0.110394583450811,0.14771845849583,12.6120561172308,11.5234152542499,11.9092096208727,11.5601673763263,11.4808958485962,12.6120561172308,3.61608591386982,4.1704675470402
"419","2018","United Kingdom",0,0,0,0,0,0,"GBR",64.9749548,0.685172709,86.345,-1.018889523,1.4,"2.478",4.175,"-0.311",0.272736522,1.403800655,58.446,2033.276,451.0709,66.0626,"United Kingdom",31.4,52.8,"UK","GBR",112,65162.46246,2174.38,0.177735262,189.6954744,-78.86078144,483.01431,339.92359,96.3787248,2154.778,0.6,1.8363,341.3334183,4,255.0702764,85.775,764.015,804.258,0.787680674,1840.975,1246.17,1435.871,405.104,1761.048462,6.53982186,96.24737273,72.06842052,0,0,0,0,"FLOAT","DEU",0,-0.0955,0.055219188,0.022330275,0.006998,NA,NA,0.032130122,0.023089064,0.022370303,-0.132100001,0.042170759,NA,NA,NA,0.014607,0.036600001,-0.010501057,-0.023515839,0.014664138,"United Kingdom",81.792,464.17,57.116,324.133,584,532.384,302599.754968395,152936.09312137,100493.1,96881.5370894616,104864.228852803,302599.754968395,"13751.9579086738","13626.3131740545","65032.0141839113","36631.5806736783","37449.6884945832","12453.9438833583",-0.66,-0.03,0,0,0,-0.331238611,0,419,0,31.04175,"United Kingdom",1,0,1,14,9,0.3606,0.2022,1.78338278931751,0.578512004182846,4.40417943931501,6.14025086443609,6.36990098282823,0.107283464566929,0.146457242087663,12.6201662705819,11.5178443474079,11.9377754210998,11.5604217338734,11.4812442440122,12.6201662705819,3.43533307259177,4.17400188487514
"420","2019","United Kingdom",0,0,0,0,0,0,"GBR",65.5824667,0.747251271,85.658,-0.85435392,1.6,"1.791",3.925,"-0.038",0.241552195,1.641587271,62.139,2066.654,485.9949,70.7918,"United Kingdom",31.2,52.6,"UK","GBR",112,65516.54231,2255.283,0.177187963,193.109993,-68.63850266,487.60517,347.4197,95.41493755,2237.762,0,1.3085,344.5732427,3.74,263.8996321,85.243,789.337,830.452,0.762107991,1891.344,1289.753,1474.749,416.595,1730.349731,6.203800435,95.89707459,70.87334585,0,0,0,0,"FLOAT","DEU",0,0.183799997,0.032720201,0.057201974,0.007098,NA,NA,0.010095,0.022625202,0.022399083,0.129099995,0.048445664,NA,NA,NA,0.009358,0.054699998,0.0884315,0.115672968,0.032149985,"United Kingdom",85.067,469.252,61.304,338.166,607,544.508,304885.747618094,157973.265660234,101317.7,91384.683414541,111532.035996534,304885.747618094,"16201.6983687268","13411.5240821922","69487.9214224753","36931.8792084705","40842.3787804803","12430.8925358638",-1.42,-0.76,0,0,0,-0.361979418,0,420,0,31.072081,"United Kingdom",2,1,13,41,9,0.3706,0.1903,1.9474513925381,0.666521539549155,4.44343918129015,6.15113993757794,6.4085287910595,0.112586040976441,0.145663668487056,12.6276923874367,11.5260164035026,11.9701810930103,11.6220671469689,11.4228331658781,12.6276923874367,3.43630969895413,4.18330838431084
"421","1978","Ireland",0,0,0,0,0,0,"IRL",68.6483535,NA,NA,5.310070038,NA,NA,NA,NA,NA,NA,NA,48.4555,NA,NA,"Ireland",30.7,49.9,"Ireland","IRL",178,3314,7576.946098,0.289714436,35.60446616,-475.8704333,4069.343188,3384.950072,2689.676704,5752.928604,11.85,13.04019,34.10712088,9.556834532,31.17647059,60.6519641,2248.2,2590.3,0.534104619,3778.864785,828.7854909,1618.632592,2160.232192,2160.232178,NA,NA,NA,0,NA,1,1,"PEG","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",2.07,13.757,0.35,2.325,15.016764351,2.78768952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029806209,0.029806209,0,0,0,421,0,63.601849,"Ireland",0,0,0,0,9,NA,NA,NA,NA,0.727548607277278,2.62154778547886,2.70916720042612,0.125552001931693,NA,NA,NA,NA,NA,NA,NA,4.15264254225053,4.22899714794967
"422","1979","Ireland",0,0,0,0,0,0,"IRL",71.4667807,NA,NA,0.685585976,NA,NA,NA,NA,NA,NA,NA,49.9347,NA,NA,"Ireland",30.8,49.9,"Ireland","IRL",178,3368.2,8975.908545,0.322830812,40.31855313,-1073.118561,5266.440468,3949.63346,2910.045242,6842.581588,16.5,15.30684,44.5075655,8.282589928,36.17647059,65.3618723,2680.8,3180.5,0.488595255,4905.433742,1112.87869,1797.506327,3107.927415,3107.92749,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",2.372,15.609,0.456,3,15.703693738,3.68476628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091638387,-0.022552912,0.1141913,0,0,422,0.0412788669078947,55.096031,"Ireland",0,0,0,0,9,NA,NA,NA,NA,0.863733481135479,2.74784767097628,2.75389595461894,0.123752760785685,NA,NA,NA,NA,NA,NA,NA,4.00907768089651,4.26923273614294
"423","1980","Ireland",0,0,0,0,0,0,"IRL",75.7613697,NA,64.60148444,-2.985330105,2.9,"18.345",NA,"10.967",NA,NA,NA,51.4608,NA,NA,"Ireland",30.9,49.9,"Ireland","IRL",178,3401,10652.09824,0.273373675,47.66525167,-1109.18627,5939.020124,4652.140548,3252.532981,8150.439642,14,15.59895,51.05963105,8.494964029,43.82352941,66.5847137,3423,4032,0.486645246,5752.541851,1332.363098,2109.682051,3642.8598,3642.859863,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",2.552,14.581,0.571,3.262,16.817563686,4.808310406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03381549,-0.002313245,0.036128735,0,0,423,0.40810975865,48.034618,"Ireland",0,0,0,0,9,0.3183,0.2275,1.39912087912088,0.335844095897042,0.936877365482543,2.67971931133415,2.82242379779911,0.118752732620482,NA,NA,NA,NA,NA,NA,NA,3.87192195929547,4.32758852817585
"424","1981","Ireland",0,0,0,0,0,0,"IRL",74.6511855,NA,68.78193635,-2.973170042,2.5,"20.243",NA,"11.032",NA,NA,NA,53.1619,NA,NA,"Ireland",31.1,50,"Ireland","IRL",178,3443.4,12925.17551,0.283167275,57.39307245,-1701.428266,7177.070732,5519.248512,3481.88531,9569.458768,16.5,17.54469,56.99537852,11.46820144,51.02941176,71.833043,4242.145747,5249.586262,0.621298214,7068.220312,1705.177459,2500.877536,4567.342776,4567.342773,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",2.724,16.042,0.7,4.122,16.873389937,4.57609583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391968243,0.311117343,0.08243689,-0.140662695,0,424,0.0712268787773684,47.05167,"Ireland",0,0,0,0,6.2635,0.3143,0.2293,1.37069341474051,0.315316753939663,1.00210138828727,2.77521028294473,2.82573782106592,0.152968824518695,NA,NA,NA,NA,NA,NA,NA,3.85124635955664,4.31282640463606
"425","1982","Ireland",2.8,2.54,0.26,1,1,1,"IRL",73.1553392,NA,73.45046583,-0.129063994,1.5,"17.189",NA,"10.892",NA,NA,NA,54.3655,NA,NA,"Ireland",31.3,50.1,"Ireland","IRL",178,3480,15333.04621,0.269922217,67.22077551,-1460.411472,7481.070436,6451.724288,3752.17769,10808.69888,14,17.33132,62.83882947,13.27338129,58.82352941,76.7030692,5313.27977,6632.895457,0.704561842,7949.082055,1976.905339,2840.227149,5108.854906,5108.85498,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",3.08,15.046,0.863,4.215,17.421019981,4.724379611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480505259,0.127731625,0.352773634,-0.397924851,0,425,0.247726842618421,42.236912,"Ireland",0,0,0,0,7.7505,0.3237,0.2179,1.48554382744378,0.395780918981624,1.12492959698548,2.71111217513803,2.85767752200645,0.182669487013837,NA,NA,NA,NA,NA,NA,NA,3.74329453066502,4.29258511454961
"426","1983","Ireland",2.5,2.44,0.06,0,0,0,"IRL",73.4497527,NA,86.14698166,3.503089905,-0.7,"10.397",NA,"9.863",NA,NA,NA,54.2355,NA,NA,"Ireland",31.6,50.2,"Ireland","IRL",178,3504,16900.17543,0.234686776,74.26961082,-1093.48744,8270.209564,7772.469116,4074.635619,11409.01745,12.25,14.12737,63.02599031,14.76,65.73529412,86.1451864,6112.414854,7404.125613,0.804677766,9001.113162,2306.853262,3206.787856,5794.325306,5794.325195,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",3.019,13.424,0.899,3.996,17.357218551,4.466665362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533125872,0.205320222,0.328047579,2.00684093,0,426,0,40.243382,"Ireland",1,0,0,0,3.7648,0.3275,0.2124,1.54190207156309,0.433016765707523,1.1049256507247,2.59704414972485,2.85400847467874,0.201268715504907,NA,NA,NA,NA,NA,NA,NA,3.69494556798549,4.29660153569795
"427","1984","Ireland",0.29,0.29,0,0,0,0,"IRL",71.5335644,NA,90.23141547,5.973830223,3.2,"8.636",NA,"6.464",NA,NA,NA,56.5888,NA,NA,"Ireland",31.8,50.3,"Ireland","IRL",178,3529,18716.28168,0.22243359,80.64424072,-1083.178746,9949.296012,9794.145904,4446.397696,12560.73975,13.23083,14.84707,59.43642096,16.45,72.94117647,91.4974144,6801.448059,8061.368788,0.922553257,10078.18552,2644.529509,3614.939019,6463.246504,6463.246582,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",2.916,13.112,0.916,4.118,17.236526849,4.181219054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247708704,0.028461761,0.219246943,0.861618451,0,427,0,38.024078,"Ireland",0,0,0,1,3.7648,0.3192,0.2217,1.43978349120433,0.364492748953388,1.07021281414641,2.57352784144153,2.84703078606527,0.21907486505011,NA,NA,NA,NA,NA,NA,NA,3.6382195906456,4.27016677171898
"428","1985","Ireland",0.12,0.12,0,0,0,0,"IRL",69.2363977,NA,92.95883077,7.172369957,1.9,"5.468",17.7,"6.9",NA,NA,NA,58.3429,NA,NA,"Ireland",32,50.3,"Ireland","IRL",178,3540,20331.10594,0.196531161,85.03371027,-878.3093419,10536.03119,10764.42475,4513.750683,13229.24266,11.925,12.98515,59.01933995,17.92,78.52941176,92.9215992,7296.197358,8928.054348,0.945614706,10941.73277,2989.315814,4121.58628,6820.146486,6820.146484,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",3.031,11.761,0.993,3.855,17.550218319,4.390852003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.323530405,0.145970692,0.177559713,-0.488485499,0,428,0,36.02261,"Ireland",0,0,0,0,3.7648,0.3168,0.2226,1.42318059299191,0.352894221098826,1.10889259807567,2.4647889728689,2.86506638966356,0.226152008612803,NA,NA,NA,NA,NA,NA,NA,3.58414679686732,4.23752670266921
"429","1986","Ireland",0.74,0.74,0,0,0,0,"IRL",69.3071429,NA,107.2311383,8.028730392,0.4,"3.041",18.1,"5.959",NA,NA,NA,58.5119,NA,NA,"Ireland",32.3,50.4,"Ireland","IRL",178,3540.6,21653.99004,0.186661744,88.27274997,-700.8470652,10028.83998,10377.73083,4744.643767,13098.80307,12.52083,11.40265,60.90761366,18.03,84.26470588,105.1318124,7707.912349,9451.321512,0.743128064,11797.97781,3264.547201,4577.903797,7220.074012,7220.074219,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",2.838,11.541,0.959,3.899,18.010652854,5.99513989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106950677,0.023809092,0.083141585,-0.259766692,0,429,0.00488658037789468,35.97287,"Ireland",0,0,0,0,3.7648,0.3155,0.2244,1.40597147950089,0.340728508332727,1.04309957873785,2.44590591243827,2.89096340805891,0.159962906220025,NA,NA,NA,NA,NA,NA,NA,3.5827650432374,4.23854797303436
"430","1987","Ireland",1.65,0.53,1.12,0,0,0,"IRL",68.5757813,NA,108.2638875,8.116250038,3.6,"3.154",18.8,"3.368",NA,NA,NA,61.2404,NA,NA,"Ireland",32.5,50.5,"Ireland","IRL",178,3546.5,23139.21586,0.169226353,91.04269968,-82.43776954,10795.13975,11855.20089,5247.149877,14525.4861,10.83333,11.43991,62.03620623,18.07,88.23529412,107.7019951,8320.12999,9952.08033,0.672916733,12630.65932,3551.422596,5268.823643,7361.835681,7361.835449,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",2.237,11.979,0.773,4.139,17.137583818,6.682351358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445509676,0.039402319,0.406107357,0.463740699,0,430,0.425598753063158,31.442369,"Ireland",0,1,0,0,8.0246,0.3165,0.2224,1.42311151079137,0.352845679207804,0.805135682507993,2.48315511674919,2.84127393578822,0.115677844307689,NA,NA,NA,NA,NA,NA,NA,3.44815631459512,4.22793943012369
"431","1988","Ireland",1.95,0,1.95,0,0,0,"IRL",67.6507855,NA,106.5077772,6.546894904,3,"2.166",18.4,"3.403",NA,NA,NA,63.853,NA,NA,"Ireland",32.6,50.4,"Ireland","IRL",178,3530.7,24715.88974,0.162277817,92.99218778,-68.7497331,12161.56329,13663.44784,5738.43049,15446.71571,8.045834,9.511101,63.56660069,17.44,92.05882353,106.6570705,9066.215674,10209.73196,0.656467672,13885.76398,4094.363135,6007.257156,7878.506824,7878.506836,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",1.578,13.382,0.573,4.858,16.284101012,6.782460708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186280609,0.053078195,0.133202414,0.910260776,0,431,0,43.211739,"Ireland",0,0,0,0,9,0.3137,0.2264,1.38560070671378,0.326133768867605,0.456158222423683,2.59391052036062,2.79018923376568,0.0844826125308974,NA,NA,NA,NA,NA,NA,NA,3.76611219444761,4.21435896578368
"432","1989","Ireland",0,0,0,0,0,0,"IRL",66.0455266,NA,97.92050904,4.945808396,5.6,"3.99",17.9,"2.588",NA,NA,NA,67.8194,NA,NA,"Ireland",32.7,50.4,"Ireland","IRL",178,3509.5,27413.14778,0.188359474,96.78949809,-493.3972544,14696.7318,16193.89097,6463.465587,16223.42419,10.035,9.317204,84.16256162,16.1,95.58823529,97.9591478,9231.63791,9760.335763,0.705543147,15794.96205,4955.504543,7509.587615,8285.374439,8285.374023,NA,NA,NA,0,NA,1,0,"PEG","DEU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland",1.653,14.823,0.634,5.69,16.076980474,6.543063958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029679653,0.021658763,0.008084168,-0.813436929,0,432,0,45.238701,"Ireland",0,1,0,0,9,0.3144,0.2249,1.39795464650956,0.335010201589782,0.502591818838887,2.69618002853172,2.77738846465001,0.0968965004880975,NA,NA,NA,NA,NA,NA,NA,3.81195293730783,4.19034430119554
